Px,Py
0.4429591093746282,1.7414581169450123
-1.8121073513468635,7.084516239195555
0.9374297343904089,1.948377378408774
1.1483329383121108,2.167952883879606
0.4899262335070224,1.7458058929376619
0.6324264341052593,1.7791159340364255
-0.752925752687828,3.3191050944950296
-0.7982788831357954,3.44198558232305
-0.031405181215265206,2.0377732639523525
-0.3224328808464037,2.413199332578703
0.479683184761787,1.7387654019172918
1.239286923016123,2.2952933809544303
1.4963932955954693,2.7611179057454263
0.7671426836138057,1.813281323981188
-0.09430143928357167,2.10477611785835
-0.2874895157558654,2.379456943735506
0.35584317618056455,1.7724948452804898
0.12631185942077686,1.9226825530709468
0.33057140622467407,1.7765066087200065
1.272699049193553,2.350063461347532
-0.10137371292109383,2.096539649350707
-0.9893507539486454,3.962206454386459
1.3893218910690917,2.537713864255298
1.4957613966657224,2.734099573707701
-0.2604514864127422,2.3382914142386406
-0.7351800407962936,3.2783712362047366
0.3043322602736464,1.7892486767492903
0.780511495205911,1.8283239269459868
0.8784397503865483,1.90208580816013
-0.7405837940117216,3.2889321769672653
1.1170446634804592,2.123816327581798
0.8527816429925867,1.8964134785289672
0.0639420620427226,1.9309014173344867
-1.2670298339393478,4.8677282395415755
-1.68904131305451,6.532377343199733
0.6420676923005842,1.7558759286817076
-2.4907853260027983,10.691434805073463
-0.0023384334911576063,2.0025043318391935
-1.0877606411422658,4.2679939536048845
-0.6014309322074604,2.9728241928047843
-1.196893070395496,4.615861365413683
0.10367859863386436,1.9057913830816582
1.1503205147308073,2.1659616679982525
0.21090058532175085,1.8400435608766252
0.7897817988780034,1.8490964961356613
0.09012481247842069,1.9346262876874387
0.8405877470716122,1.858333210109963
1.0029514544429128,2.0162700039769144
1.0224173252153732,2.0232255952612053
0.3367787686814164,1.7730788331525444
-0.298105469947886,2.3689118067642103
-0.19598664020641662,2.241879986797266
0.1859309802924339,1.8543512062337013
-1.8529877988973098,7.288018790015347
-0.34318420757405455,2.441894523223255
0.4009645526616398,1.7548993785588902
0.3085713434381647,1.8063962460208263
0.06581745620533141,1.933767274785306
0.3775876639771809,1.7665466607977167
-1.9818985022953906,7.902121006855265
0.3979257131984488,1.7645807037906676
0.898123850087477,1.9210721457134394
0.1210056366482107,1.8913333499613436
1.22544646054935,2.2661260725281456
0.07410537538915302,1.9382058986099628
0.5291248343018633,1.7394794598554735
-1.5565637116249078,5.9793826403869685
0.026766159524153368,1.9641217078704365
0.0516863462982212,1.936631255530728
1.4466508349995337,2.6596090450055536
-1.0316095451621432,4.110248161653119
-1.3881036718152013,5.299688184906686
0.4864024492589796,1.7494733467095844
-0.4695181475484104,2.6735724846315523
0.8477259540751303,1.881260522671794
-1.1953055483964243,4.635508639986684
-1.5165252085610814,5.813440268662039
0.4451373947651439,1.740386980302152
-0.5775872716913149,2.918671975031319
-0.2881248101440433,2.3554546205809466
-1.1018603751078369,4.299123993811663
-0.5361086021522639,2.818176790521559
1.1163032459298372,2.12943929658244
-1.0245040459728494,4.071718040199618
0.2636768300134981,1.8108082545474016
0.43727802515821473,1.7510397567066949
0.517842971979474,1.733820800502088
2.161776877398242,4.52171094830299
0.13899667117294112,1.874121912971056
0.19285675906729569,1.8490877655022016
-0.8680411361420343,3.607200757540566
-1.7293801521666947,6.723458228775913
-1.0285111563341085,4.089952369316704
-0.5812755914073436,2.8985250511423417
1.5763841908248593,2.8998043287062787
-0.18660302238578044,2.2127881849615902
0.32029473287175453,1.7949074347267986
-0.21012432375417556,2.2451651342224763
0.057212107168842605,1.9574084758530699
-0.667478389034789,3.132430790042898
0.19305498525094023,1.8326754489374302
0.32762957627394035,1.776364486017613
-0.8790473748211594,3.647341471590698
-1.7880594800911191,6.997865526918351
