Qx,Qy
-1.2749228916543518,1.1096369617862776
0.42136875373184807,4.244845889753167
-0.037154107886209424,3.9684110896295604
-0.6995372254808482,2.786823574606801
-1.4808475029181845,0.3306131699015045
-1.1325822586432965,1.5824466881116281
-0.5884208540560585,3.0700674069613734
-0.1645743370436528,3.8048573785335775
0.320286033003219,4.211453736314001
0.9375313006305102,4.035447101771722
-0.3111010784786468,3.590979564014425
-1.5087113511056345,0.21050663419298735
1.7059575579830206,2.7980349668512936
2.514185430197645,0.18454948936314267
-0.7634299920800616,2.6489915289226627
-1.4330311196142096,0.5183338306538509
-0.0609188810864591,3.922616035245708
-0.9618776147040918,2.102759120541568
-1.1949075504245283,1.3995482570297721
-0.2574733555959748,3.678125382735432
0.36249056088019976,4.232680754730376
0.20964100374280806,4.166721751092889
1.2390766199063512,3.6950791750465233
-0.9179292502806262,2.235077098654242
-0.3778573407700106,3.4702784356834315
-0.43117359917097536,3.400856608368234
-0.35046486841009067,3.5298402356358753
0.21365470834983244,4.139377199332344
0.2307549291319172,4.172341367556778
0.014961371531830905,4.0149980726429755
0.3988892399871868,4.230903371763527
-1.4586499183218624,0.40040573092459925
0.9557479624579306,4.057348001142156
-0.15812053812149254,3.8089345380597512
1.582685309740454,3.0680081314358305
1.2589858226300947,3.6760502884770303
1.7053029301183877,2.8041240218080477
0.07263180638785448,4.05220009205074
0.8084063130672539,4.148844814418042
-1.190108303502254,1.4064132260529736
0.04798637245608084,4.043698771453133
1.443476053389519,3.346072834648448
1.1983619513816097,3.7463119813180623
-0.3950969481852771,3.4473823579057457
-0.08034905653733518,3.9127496532873325
0.9860077054594981,3.999323825124602
-1.2978009278881442,1.0158573586946416
1.3081207809131956,3.6106282212980148
0.7681168849203964,4.17949423957119
-1.1016102941897221,1.698800594976869
-0.1117617511736432,3.8890273371594803
-2.1326294852934295,-2.668917214593287
0.14653096263067839,4.125532138580518
0.21574146115593296,4.165819148218294
0.7594386110771666,4.202055143138936
-1.0066221637148292,1.9714682624527673
-1.2690797425697502,1.124733631115217
-0.4512717797585452,3.3291300893025655
0.061689166813503234,4.049842299353706
0.47262247527748835,4.245979306410638
-0.4426191818035022,3.35083716488451
0.7025489316496537,4.198538729960246
0.6789294250152257,4.225123926885968
-1.0707620232717334,1.7920750302708148
0.22930495841311438,4.187746741921661
-0.5057513170691966,3.2482326257162413
1.2768679999210792,3.6332314145051967
-0.7899707015099359,2.5729678780427965
-1.3196002391888868,0.9282036697505917
0.358441980645143,4.232722834689773
-1.0143687145089564,1.9575352039625442
0.26007365558291445,4.175722347493764
0.6141984633073038,4.2424278273499745
0.7377304597684503,4.204168995618608
0.9982780307661605,4.002326100020861
0.22568826655752386,4.16356125688094
-1.0008030574591227,2.017409161239133
-1.1708185851204898,1.4623575364996393
1.3539748498439186,3.512562238071158
-1.8146734466130494,-1.124459026051751
-0.3543971146764019,3.5205183601921872
0.44255417513125317,4.227011133584382
0.28232287381694315,4.1968062734182485
0.24347791892617737,4.184930650159461
-0.3308383859448156,3.564891952576977
0.8987349577278879,4.08188399888589
-0.061162407997781505,3.9370027158735055
0.8861493709835884,4.095014846976719
0.27379539963733174,4.203686708435673
-1.2073537481265508,1.3309612138222815
-0.32268760085939463,3.5613985864038393
-1.6146843174730572,-0.22545516082670022
0.5618381289617791,4.243442532743405
1.3775398983195426,3.470119618357054
-1.1933042103473057,1.3781720732177338
1.3036804557469848,3.6036132117753983
1.4183910992888815,3.38722998102298
0.7184063354439769,4.2040232697061795
-0.7857068928676335,2.6122454260563237
0.8089324985337916,4.163775104395425
0.4663256880665741,4.241147911558402
-0.3318861544130027,3.5339063461382465
-0.708400172226608,2.7922544503231572
-0.30214288604709816,3.605697900689478
-0.18294876482179825,3.7657870226740906
-0.9682943169390206,2.09113221339319
0.6867489722424318,4.232584858216831
-0.4836662689070199,3.2764194492045213
-0.493676335157983,3.2516965108846905
0.9417537770836387,4.051285705680503
0.7231927994055392,4.186989044877493
-0.6011944410415438,3.0382177533836687
-0.17300774478012818,3.786835353005486
-0.6642381762964414,2.887952138660638
1.357010334628582,3.5270982108703386
-0.15165788067431882,3.835592935108118
0.46331735907308946,4.238755373479797
-0.12863039515932798,3.8511512723651844
-1.8452152283156207,-1.2388573752580576
-0.7131277702139414,2.7697530897484883
-1.2163107448695756,1.3127143658814657
0.720881270331579,4.197264429223295
-0.2209756229618475,3.733096896581794
-0.2112692461762603,3.7630832459675934
-1.4549365644966843,0.4138114317038172
-0.07731262996844325,3.9004691766173623
0.16228195655233196,4.135276267761351
-0.08470060024099156,3.9205446375575326
0.7435045038201163,4.187115923049627
0.9591611348079825,4.055870259621495
0.6860443159092364,4.2113752118982335
1.6415236597225145,2.944326526337164
1.1636623807078017,3.810567437781104
2.5501933871242626,0.040070637723503756
0.8627070468726301,4.110107071068394
0.5032065294872585,4.244448089859744
-0.9909032952706047,2.0205847207584076
0.08693404827298078,4.086766722939903
-0.31746133084594996,3.5881918023202903
0.9126168125997616,4.069536378632988
-0.4592526932158293,3.327649687460138
-1.407440270605571,0.599144032905978
-0.300756157064962,3.590617470056448
3.07595499671231,-2.3842284408517083
-2.1288796293252146,-2.6553712150108675
0.9028251803829659,4.082694604748654
-0.7482326190909736,2.6771354379181598
-2.101581718436784,-2.499326736510925
1.742659385237583,2.720457582149905
1.606354629839399,3.0124228996791325
0.4546321879879718,4.247179543485943
-0.0025973072372050803,3.9982922561090497
-2.009671019420347,-2.0522870794343873
0.5908677570566397,4.231947423727161
-0.03709954489714745,3.973893748352845
0.6064431556161056,4.233515819409423
-1.6444331460572883,-0.3509396624850508
-0.9527949746069507,2.1312697064958086
-0.7067022972018644,2.782772950505366
-0.7097560083735127,2.7850555795833802
0.5866825646562541,4.26069347618178
-2.3542564415983196,-3.8911568523148694
